,id,name,first_air_date,overview,popularity,vote_average,vote_count
1119,58450,What Life Took From Me,2013-10-28,"""What Life Took From Me"" is a Mexican telenovela produced by Angelli Nesma Medina for Televisa. It is a remake of Bodas de odio, produced by Ernesto Alonso in 1983. In 2003, ""True Love"", the first remake, was produced by Carla Estrada. Unlike Bodas de odio and ""True Love"", ""What Life Took From Me"" has been adapted to the present time.",1162.392,7.708,1273
1120,44305,DreamWorks Dragons,2012-08-07,"From the creators of ""How to Train Your Dragon"" comes a new series that takes Hiccup and Toothless to the edge of adventure.",109.522,7.707,654
1121,75209,Apocalipse,2017-11-21,A mysterious and spiritual portrayal of one of the most intense and controversial stories in the Holy Bible: the end of the world.,133.957,7.7,286
1122,73375,Tom Clancy's Jack Ryan,2018-08-30,"When CIA analyst Jack Ryan stumbles upon a suspicious series of bank transfers his search for answers pulls him from the safety of his desk job and catapults him into a deadly game of cat and mouse throughout Europe and the Middle East, with a rising terrorist figurehead preparing for a massive attack against the US and her allies.",165.519,7.705,1469
1123,62264,Ash vs Evil Dead,2015-10-31,"Bruce Campbell reprises his role as Ash Williams, an aging lothario and chainsaw-handed monster hunter who’s spent the last three decades avoiding maturity, and the terrors of the Evil Dead. But when a Deadite plague threatens to destroy all of mankind, he’s forced to face his demons — both metaphorical and literal.",278.404,7.707,1547
1124,82515,Fall Into Temptation,2017-09-24,"Raquel and Damián are happily married with two children. Destiny leads Damián to meet Carolina and feels an undeniable attraction towards her. Damián did not know that Carolina was already married to Santiago Álvarado, a construction architect with whom she has two children. When Raquel drops off her son Fede at school, she accidentally backs her car to Santiago's truck, and they realize that their sons know each other. Raquel volunteers to pay for the damages but Santiago refuses. Raquel insists and goes to the Álvarado home with Damián. The two couples become great friends. But the desire between Damián and Carolina is stronger than their marriage commitment and both decide to deceive to their spouses. Damián and Carolina have a terrible car accident. Rescuers only find a seriously injured Damián, and Carolina has mysteriously disappeared from the scene. During the investigation by the police, Raquel and Santiago learn that their spouses are lovers.",353.936,7.704,233
1125,74204,Big Mouth,2017-09-29,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,461.515,7.702,1030
1126,135647,2 Good 2 Be True,2022-05-16,"Car mechanic Eloy makes a terrible first impression on Ali, who works for a real estate magnate. But both of them are hiding their true personas.",371.558,7.7,259
1127,114466,Baymax!,2022-06-29,"Return to the fantastical city of San Fransokyo where the affable, inflatable, inimitable healthcare companion robot, Baymax, sets out to do what he was programmed to do: help others.",88.051,7.701,241
1128,92396,"Lady, la vendedora de rosas",2015-06-16,"The life story of Colombian film star Lady Tabares, who was plucked off the mean streets to star in a film and quickly rose to fame.",334.573,7.701,1416
1129,33987,Corazon Valiente,2012-03-06,"Angela and Samantha were best friends when they were little, but a trap of fate separated them for many years. An unmissable story of loyalty, friendship, courage and love.",729.092,7.7,340
1130,66825,A Terra Prometida,2016-07-05,,882.423,7.699,437
1131,32218,Soy tu dueña,2010-06-15,"Soy Tu Dueña is a Mexican telenovela produced by Nicandro Díaz González for Televisa. It starred Lucero, Gabriela Spanic, Fernando Colunga, David Zepeda, Sergio Goyri and Jacqueline Andere.",574.86,7.7,545
1132,61662,Schitt's Creek,2015-01-13,"Formerly filthy rich video store magnate Johnny Rose, his soap star wife Moira, and their two kids, über-hipster son David and socialite daughter Alexis, suddenly find themselves broke and forced to live in Schitt's Creek, a small depressing town they once bought as a joke.",660.113,7.698,504
1133,82328,Bitter Lands,2018-09-13,"The love story of Zuleyha, ​​who grew up without a father and works with Yilmaz as an auxiliary weaver in order to earn money for her brother, a gambler. The lives of these two young people blinded by the love of one ordinary night will turn into a dark nightmare. This nightmare will take them first from Istanbul and far away, and later to the estate of the Yaman family. In the first episode of the series, Yilmaz and Zuleyha set out to work on the Yaman estate. However, because of one of Zuleyha's lies - the lives of all of them will change radically.",258.689,7.697,201
1134,34014,An Idiot Abroad,2010-09-23,"An Idiot Abroad is a British travel documentary television series broadcast on Sky1 and Science, as well as spin-off books published by Canongate Books, created by Ricky Gervais and Stephen Merchant and starring Karl Pilkington. The ongoing theme of both the television series and the books is that Pilkington has no interest in global travel, so Merchant and Gervais make him travel while they stay in the United Kingdom and monitor his progress.",306.362,7.697,216
1135,68734,El Chema,2016-12-06,Follow one man's epic journey as he transforms from wily underage drug smuggler to one of the world's most infamous cartel leaders.,308.721,7.696,698
1136,82596,Emily in Paris,2020-10-02,"When ambitious Chicago marketing exec Emily unexpectedly lands her dream job in Paris, she embraces a new life as she juggles work, friends and romance.",557.414,7.695,1312
1137,82104,The Order,2019-03-07,"Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic.",152.62,7.694,830
1138,10821,Blue's Clues,1996-09-08,"Blue's Clues is a colorful and learning series that is targeted at the younger crowd, but can be enjoyed by all. The host, Steve Burns, invites viewers daily into the Blue's Clues house to help him out, learn and have fun. The show is based around the host looking for three clues that Blue provides by labelling them with a pawprint to figure something out and in the process, having an adventure.",137.191,7.693,238
1139,67230,Silvana Sin Lana,2016-07-19,"A high society woman loses everything and has to move with her three daughters, and her mom to a middle-class neighborhood.",615.712,7.692,250
1140,15114,John Adams,2008-03-16,"Adapted from David McCullough's Pulitzer Prize-winning biography, this lavish seven-part miniseries chronicles the life of Founding Father John Adams, starting with the Boston Massacre of 1770 through his years as an ambassador in Europe, then his terms as vice president and president of the United States, up to his death on July 4, 1826.",73.459,7.691,281
1141,15826,1000 Ways to Die,2009-02-08,"The science of living and the randomness of death are combined with a dash of Darwinism. Forensic experts, pathologists, toxicologists, herpetologists, and other experts offer eloquent explanations of mortality.",780.991,7.69,394
1142,49010,The Fall,2013-05-12,"When the Police Service of Northern Ireland are unable to close a case after 28 days, Detective Superintendent Stella Gibson of the Metropolitan Police Service is called in to review the case. Under her new leadership, the local detectives must track down and stop a serial killer who is terrorising the city of Belfast.",80.07,7.689,816
1143,116799,The Lincoln Lawyer,2022-05-13,"Sidelined after an accident, hotshot Los Angeles lawyer Mickey Haller restarts his career - and his trademark Lincoln - when he takes on a murder case.",197.725,7.686,253
1144,79696,Manifest,2018-09-24,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",361.085,7.686,1526
1145,7072,Las Tontas No Van al Cielo,2008-02-11,"Las tontas no van al cielo is an original Mexican telenovela that began airing on Mexico's Canal de las Estrellas, beginning 11 February 2008. The novela is a production of Rosy Ocampo and starring Jacqueline Bracamontes, Jaime Camil, and Valentino Lanús.",198.139,7.686,333
1146,34391,Marvel's Ultimate Spider-Man,2012-04-01,"While being trained by S.H.I.E.L.D., Spider-Man battles evil with a new team of teen colleagues.",169.502,7.685,986
1147,12697,Dragon Ball GT,1996-02-07,"Ten years have passed since Goku left his friends and family to hone his skills. But Goku soon finds himself helpless against the mystical power of the Dragon Balls and an accidental wish made by the devious Emperor Pilaf. The wish; that Goku once again become a child! Goku, together with Trunks, and his own granddaughter Pan, blast off into the outer reaches of space in search of the mysterious Black Star Dragon Balls. But these Dragon Balls have a fatal secret: if not collected within one year Earth will be destroyed.",18.155,7.685,1894
1148,3452,Frasier,1993-09-16,"After many years spent at the “Cheers” bar, Frasier moves back home to Seattle to work as a radio psychiatrist after his policeman father gets shot in the hip on duty.",407.099,7.685,747
1149,78670,Impulse,2018-06-06,"16-year-old Henry Coles is an outsider in her new town of Reston, New York. With a major chip on her shoulder and no friends, she remains withdrawn and isolated, but everything changes when a traumatic encounter with a classmate triggers something deep within Henry— unleashing a power she cannot control.",249.728,7.684,267
1150,3845,Happy Days,1974-01-15,"In 1950s Milwaukee the Cunningham family must contend with Fonzie, a motorcycle riding Casanova.",448.578,7.7,261
1151,2009,Rocket Power,1999-08-16,"The daily lives of four friends who enjoy extreme sports, surfing, and getting into some crazy situations.",73.663,7.684,294
1152,71914,The Wheel of Time,2021-11-18,"Follow Moiraine, a member of the shadowy and influential all-female organization called the “Aes Sedai” as she embarks on a dangerous, world-spanning journey with five young men and women. Moiraine believes one of them might be the reincarnation of an incredibly powerful individual, whom prophecies say will either save humanity or destroy it.",392.799,7.682,2053
1153,96777,The Silent Sea,2021-12-24,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.",39.059,7.68,593
1154,123192,The Crowded Room,2023-06-08,"In 1979 Manhattan, a young man is arrested for a shocking crime — and an unlikely investigator must solve the mystery behind it.",188.573,7.679,221
1155,158916,The Marked Heart,2022-04-20,A man hell-bent on exacting revenge on the organ trafficking organization that murdered his wife becomes involved with the woman who received her heart.,165.567,7.678,255
1156,105288,Down to Earth with Zac Efron,2020-07-10,"Actor Zac Efron journeys around the world with wellness expert Darin Olien in a travel show that explores healthy, sustainable ways to live.",40.634,7.7,297
1157,68421,Altered Carbon,2018-02-02,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",144.381,7.678,1879
1158,54650,Power,2014-06-07,"A successful New York entrepreneur lives a double life as the head of a drug empire that serves only the rich and influential, all while wanting to escape the underworld and keep his family safe.",171.768,7.678,1187
1159,46901,True Love,2012-09-03,"Amores verdaderos is a 2012 Mexican telenovela produced by Nicandro Díaz Gonzalez for Televisa. It is based on Amor en Custodia, produced in Colombia, Argentina, and Mexico.",47.15,7.677,693
1160,15819,Warehouse 13,2009-07-07,"After saving the life of the President, two secret service agents - Myka Bering and Pete Lattimer - find themselves assigned to the top secret Warehouse 13. The Warehouse is a massive, top secret facility that houses dangerous and fantastical objects. Together, Pete and Myka along with fellow agents Claudia, Steve Jinks and Warehouse caretaker Artie, must recover artifacts from around the globe before they can cause catastrophic damage.",151.552,7.676,638
1161,2317,My Name Is Earl,2005-09-20,"When petty criminal Earl Hickey wins the lottery, he sets off on a quest to repair his questionable karma.",325.963,7.676,948
1162,213241,Lockwood & Co.,2023-01-27,A girl with extraordinary psychic abilities joins two gifted teen boys at a small ghost-hunting agency to fight the many deadly spirits haunting London.,47.02,7.7,237
1163,79788,Watchmen,2019-10-20,"Set in an alternate history where “superheroes” are treated as outlaws, “Watchmen” embraces the nostalgia of the original groundbreaking graphic novel while attempting to break new ground of its own.",201.97,7.674,1354
1164,60930,Magnificent Century: Kösem,2015-11-12,Tells the legendary story between the Sultan of Kosem and Ahmed I.,504.255,7.674,365
1165,99310,Operación Pacífico,2020-02-10,"The story of Captain Amalia Ortega, leader of a secret unit, whose mission is to capture the most wanted Mexican drug trafficker, putting both her profession and family's life at risk.",77.651,7.672,399
1166,4658,ALF,1986-09-22,A furry alien wiseguy comes to live with a terran family after crashing into their garage.,720.317,7.672,1074
1167,103409,World's End Harem,2022-01-07,"The Man-Killer Virus: a lethal disease that has eradicated 99.9% of the world's male population. Mizuhara Reito has been in cryogenic sleep for the past five years, leaving behind Tachibana Erisa, the girl of his dreams. When Reito awakens from the deep freeze, he emerges into a sex-crazed new world where he himself is the planet's most precious resource. Reito and four other male studs are given lives of luxury and one simple mission: repopulate the world by impregnating as many women as possible! All Reito wants, however, is to find his beloved Erisa who went missing three years ago. Can Reito resist temptation and find his one true love?",106.907,7.671,216
1168,44914,The Return,2013-01-08,"La Patrona is a Spanish-language telenovela produced by United States-based television network Telemundo Studios, Miami and Mexican Argos Comunicación. The telenovela is a remake of the Venezuelan telenovela La Dueña, written by José Ignacio Cabrujas.

The name reflects a local term or slang in Mexico to address a person recognized as the main boss. However, the title is also a reflection of both the protagonist and the antagonist struggle to conquer power, authority and respect in a labor field traditionally deemed to be a man's job.",67.372,7.671,289
1169,4605,The Suite Life of Zack & Cody,2005-03-18,"Meet Zack and Cody, 11 year-old identical twins and the newest residents of Boston's swanky Tipton Hotel. Living in a suite with their mom Carey, the boys treat the Tipton like their own personal playground.",280.509,7.67,634
1170,12961,Rubí,2004-05-17,"Rubí Pérez  is a very beautiful but poor woman who studies at an exclusive university thanks to the financial support from Cristina , her hard-working older sister. She is best friends with Maribel de la Fuente , a kind and wealthy young woman.  Rubí is actually jealous of Maribel's social status while pitying her disability and dreams of marrying a rich man to leave poverty behind.",98.802,7.669,378
1171,12926,Teresa,2010-08-02,"Teresa Chavez is a young woman with an obsession for money and ambition. Despite her beauty and the fact that she was raised in the bosom of a loving family, she is resentful; her one desire is to leave her humble but poor neighbourhood.",174.668,7.669,1734
1172,160,Teenage Mutant Ninja Turtles,1987-12-14,"Four turtles fall into the sewers and are befriended by Hamato Yoshi a Japanese man sent to New York who was forced to live in the sewers. One day he sees a strange green glow which transforms the four turtles into human-like creatures. Hamato (now Master Splinter) changes into a giant rat from the green glow and teaches the turtles the skills of the ninja as they team up with news reporter April O'Neil to battle against Yoshi's arch enemy Shredder and Krang, an alien warlord from Dimension X.",468.791,7.669,720
1173,119243,iCarly,2021-06-17,"Ten years after signing off of one of TV's most iconic shows, Carly, Spencer, and Freddie are back, navigating the next chapter of their lives, facing the uncertainties of life in their twenties.",112.809,7.668,775
1174,62286,Fear the Walking Dead,2015-08-23,"What did the world look like as it was transforming into the horrifying apocalypse depicted in ""The Walking Dead""? This spin-off set in Los Angeles, following new characters as they face the beginning of the end of the world, will answer that question.",605.378,7.668,4855
1175,110642,RESIDENT EVIL: Infinite Darkness,2021-07-08,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",35.45,7.663,806
1176,1424,Orange Is the New Black,2013-07-11,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",323.786,7.664,2433
1177,241259,Baby Reindeer,2024-04-11,"When a struggling comedian shows one act of kindness to a vulnerable woman, it sparks a suffocating obsession which threatens to wreck both their lives.",142.91,7.66,634
1178,146176,Berlin,2023-12-29,"During his glory days, Berlin and a gang assembled in Paris for one of his greatest plans ever: stealing 44 million euros' worth of jewels in one night.",106.116,7.66,456
1179,31268,El Capo,2009-08-24,"El Capo, the most wanted drug dealer in Mexico, has been intercepted while hiding with his trusted men, his wife and his lover. During his escape, he declares war on the government and his own past.",461.703,7.659,1146
1180,70824,The Girl,2016-04-26,A former Colombian guerrilla fighter faces challenges as she reintegrates into society and tries to overcome her traumatic memories.,145.97,7.658,228
1181,15489,Down with the Beautiful,2007-10-08,"Al Diablo con los Guapos or is a Mexican telenovela produced by Angelli Nesma Medina for Televisa. It is a remake of Argentinian telenovela Muñeca Brava. Allison Lozz and Eugenio Siller starred as the protagonists, while Cesar Evora and Laura Flores starred as the antagonists.

From October 8, 2007 to June 6, 2008, Canal de las Estrellas broadcast Al diablo con los guapos. From January 21 to September 19, 2008, Univision broadcast Al diablo con los guapos.",647.41,7.658,209
1182,102321,Looney Tunes Cartoons,2020-05-27,"A series of short form cartoons starring the iconic and beloved Looney Tunes characters. Bugs Bunny, Daffy Duck, Porky Pig and other marquee Looney Tunes characters are featured in their classic pairings in simple, gag-driven and visually vibrant stories.",1063.069,7.661,252
1183,2228,Pinky and the Brain,1995-09-09,"Pinky and Brain are genetically enhanced laboratory mice who reside in a cage in the Acme Labs research facility. Brain is self-centered and scheming; Pinky is good-natured but feebleminded. In each episode, Brain devises a new plan to take over the world, which ultimately ends in failure, usually due to Pinky's idiocy, the impossibility of Brain's plan, Brain's own arrogance, or just circumstances beyond their control.",226.407,7.656,679
1184,88396,The Falcon and the Winter Soldier,2021-03-19,"Following the events of “Avengers: Endgame”, the Falcon, Sam Wilson and the Winter Soldier, Bucky Barnes team up in a global adventure that tests their abilities, and their patience.",124.697,7.655,8351
1185,57911,Doraemon,1979-04-02,Doraemon is an anime TV series created by Fujiko F. Fujio and based on the manga series of the same name. This anime is the much more successful successor of the 1973 anime.,258.783,7.655,582
1186,122623,Enfermeras,2019-10-23,,88.997,7.654,234
1187,64752,The Lion Guard,2016-01-15,"Simba's son, Kion, assembles a group of animals to protect the Pride Lands, known as the Lion Guard.",589.305,7.652,234
1188,2005,The New Adventures of Winnie the Pooh,1988-09-10,An American animated children's television series inspired by A. A. Milne's Winnie-the-Pooh stories.,204.222,7.65,233
1189,387,SpongeBob SquarePants,1999-05-01,"Deep down in the Pacific Ocean in the subterranean city of Bikini Bottom lives a square yellow sponge named SpongeBob SquarePants. SpongeBob lives in a pineapple with his pet snail, Gary, loves his job as a fry cook at the Krusty Krab, and has a knack for getting into all kinds of trouble without really trying. When he's not getting on the nerves of his cranky next door neighbor Squidward, SpongeBob can usually be found smack in the middle of all sorts of strange situations with his best buddy, the simple yet lovable starfish, Patrick, or his thrill-seeking surfer-girl squirrel pal, Sandy Cheeks.",93.335,7.65,2926
1190,4229,Dexter's Laboratory,1996-04-28,"Dexter, a boy-genius with a secret laboratory, constantly battles his sister Dee Dee, who always gains access despite his best efforts to keep her out, as well as his arch-rival and neighbor, Mandark.",1288.027,7.6,782
1191,61314,Apocalypse: World War I,2014-03-18,"Colorized historical footage in ascending order of World War 1. Not only the relatively known Flanders and France battles, but also the generally unknown Italian-Austrian, German-Polish-Russian, Japanese-German, Ottoman Empire- Allied and African German Colonies, and other unknown or forgotten fronts and battles.",41.247,7.6,266
1192,11250,Pasión de Gavilanes,2003-10-21,The Reyes-Elizondo's idyllic lives are shattered by a murder charge against Eric and León.,428.265,7.647,2009
1193,7317,The Inbetweeners,2008-05-01,"Those who remember the awkward years of adolescence can relive those painful days in this British comedy series, where the cringe-inducing humor arises from the ill-fated antics of its four protagonists. Suburban teenage friends Will, Simon, Jay and Neil, students at Rudge Park Comprehensive, attempt to navigate the social scene, attract members of the gentler sex, and saunter among the cool crowd. However, despite their best efforts, the four hapless lads usually end up on the side of the nerds.",637.531,7.645,418
1194,1215,Californication,2007-08-13,"A self-loathing, alcoholic writer attempts to repair his damaged relationships with his daughter and her mother while combating sex addiction, a budding drug problem, and the seeming inability to avoid making bad decisions.",334.671,7.646,1086
1195,33234,The Pillars of the Earth,2010-07-23,"A sweeping epic of good and evil, treachery and intrigue, violence and beauty, a sensuous, spirited story set against a backdrop of war, religious strife and power struggles in 12th Century England.",65.74,7.6,343
1196,2566,Dead Like Me,2003-06-27,"When her life comes to an abrupt end, George discovers that death is nothing like she thought it would be. Recruited to collect the souls of others as they die, she suddenly finds herself an unwilling participant in a line of work she never knew existed: Grim Reaping!",199.163,7.644,418
1197,18341,Sortilegio,2009-06-01,"Sortilegio is a Mexican telenovela produced by Carla Estrada for Televisa and stars Jacqueline Bracamontes and William Levy. It is a remake of Tú o nadie.

From October 6, 2009 to February 17, 2010, Univision broadcast Sortilegio weeknights at 9pm/8c. From July 30 to September 7, 2012, Univision broadcast 2 hour reruns of Sortilegio weekdays at 1pm/12c, replacing Corazón Apasionado. From September 10 to October 19, 2012, reruns of Sortilegio were broadcast at 2pm/1c.",73.657,7.6,370
1198,94372,FBI: Most Wanted,2020-01-07,"The Fugitive Task Force relentlessly tracks and captures the notorious criminals on the Bureau's Most Wanted list. Seasoned agents oversee the highly skilled team that functions as a mobile undercover unit that is always out in the field, pursuing those who are most desperate to elude justice.",500.765,7.642,367
1199,86340,Undone,2019-09-12,"After getting into a near fatal car accident, Alma discovers she has a new relationship with time and uses this ability to find out the truth about her father’s death.",108.731,7.641,280
1200,709,Robot Chicken,2005-02-20,"A series of pop-culture parodies using stop-motion animation of toys, action figures and dolls. The title character was an ordinary chicken until he was run down by a car and subsequently brought back to life in cyborg form by mad scientist Fritz Huhnmorder, who tortures Robot Chicken by forcing him to watch a random selection of TV shows, the sketches that make up the body of each episode.",1357.023,7.64,472
1201,87763,Toy Boy,2019-09-08,"After seven years in a Málaga prison, a male stripper is released pending retrial and sets out to prove his lover framed him for her husband's murder.",99.788,7.638,542
1202,78122,Saint Seiya: Saintia Sho,2018-12-10,"The whole Sanctuary was misled into danger due to the civil war instigated by the Gemini Gold Saint, Saga. Our story begins right after the end of those events... This is a story of the girls protecting Athena. These are the records of love and fierce fights they meet while opposing destiny on their way to maturity...",63.091,7.6,272
1203,1068,The New Scooby-Doo Movies,1972-09-09,"Aside from doubling the length of each episode, The New Scooby-Doo Movies differed from its predecessor in the addition of a rotating special guest star slot; each episode featured real-life celebrities or well known fictional characters joining the Mystery, Inc. gang in solving the mystery of the week. Some episodes, in particular the episodes guest-starring the characters from The Addams Family, Batman, and Jeannie, deviated from the established Scooby-Doo format of presenting criminals masquerading as supernatural beings by introducing real ghosts, witches, monsters, and other such characters into the plots.",101.606,7.6,243
1204,69629,The Gifted,2017-10-02,"A suburban couple's ordinary lives are rocked by the sudden discovery that their children possess mutant powers. Forced to go on the run from a hostile government, the family joins up with an underground network of mutants and must fight to survive.",87.685,7.635,1445
1205,8803,Sky of Love: Someone I love is there,2008-08-02,"An ordinary senior high school girl named Mika meets Hiro, a showy boy with dyed hair and pierced ears. It is a ""pure love"" story of the two going through many unimaginably sad incidents while nurturing their love single-mindedly. It not only depicts the first love of the senior high school couple but also weaves ""a story of Mika and Hiro"" through episodes probably familiar to anybody, such as warmth and affection of their family members supporting the two, importance of living, interactions with friends, and so on.",27.126,7.6,259
1206,127700,Welcome to Earth,2021-12-08,"Will Smith whose curiosity and wonder is positively infectious—is guided by National Geographic Explorers traveling to different corners of the world to get up close and personal with the weirdest, most unusual, dangerous and thrilling spectacles of the planet.",73.957,7.6,413
1207,111803,The White Lotus,2021-07-11,"Follow the exploits of various guests and employees at an exclusive tropical resort over the span of a week as with each passing day, a darker complexity emerges in these picture-perfect travelers, the hotel’s cheerful employees and the idyllic locale itself.",92.52,7.634,770
1208,69158,The Good Fight,2017-02-19,"Picking up one year after the events of the final broadcast episode of ""The Good Wife"", an enormous financial scam has destroyed the reputation of a young lawyer, Maia Rindell, while simultaneously wiping out her mentor and godmother Diane Lockhart's savings. Forced out of her law firm, now called ""Lockhart, Deckler, Gussman, Lee, Lyman, Gilbert, Lurie, Kagan, Tannebaum & Associates"", they join Lucca Quinn at one of Chicago's preeminent law firms.",469.013,7.6,273
1209,93392,Raising Dion,2019-10-04,A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.,90.854,7.633,424
1210,45666,Sam & Cat,2013-06-08,"Sam Puckett is loud, independent, and tough as nails, while Cat Valentine is sweet as pie and super flighty. But that doesn't stop this unlikely pair from becoming best buds and roomies!

Together, they're a power duo with a love for fun and adventure -- it's just too bad that it doesn't come cheap. Burgers at their favorite robot restaurant Bots don't grow on trees, after all. A booming out-of-home babysitting business quickly becomes the answer to their empty-pocket problems, but also an extra reason for countless wacky adventures to come!",160.131,7.632,374
1211,4330,Millennium,1996-10-25,"A retired FBI serial-profiler joins the mysterious Millennium Group, a team of underground ex-law enforcement experts dedicated to fighting against the ever-growing forces of evil and darkness in the world.",173.365,7.63,238
1212,46952,The Blacklist,2013-09-23,"Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this ""The Blacklist"". Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler.",854.107,7.627,3106
1213,115857,Daughter from Another Mother,2021-01-20,"After realizing their babies were exchanged at birth, two women develop a plan to adjust to their new lives: creating a single —and peculiar— family.",265.364,7.626,1230
1214,43348,Pablo Escobar: The Drug Lord,2012-05-28,"Pablo is a man with a natural ability for business. Early in his life, Pablo is introduced to the business of cocaine and the power it yields. A young life of crime lands Pablo in and out of jail as he builds his criminal empire. Pablo expands his power through politics but it is not long before his conflicts as a Congressman and a drug lord collide. Pablo has his enemies executed, but not before the United States activates its own war on the Medellin cartel.",385.269,7.624,3523
1215,4614,NCIS,2003-09-23,"From murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has a shred of evidence connected to Navy and Marine Corps personnel, regardless of rank or position.",1944.502,7.6,2229
1216,73925,Kidding,2018-09-09,"Jeff, aka Mr. Pickles, is an icon of children's TV. But when his family begins to implode, Jeff finds no fairy tale or fable or puppet will guide him through this crisis, which advances faster than his means to cope. The result: a kind man in a cruel world faces a slow leak of sanity as hilarious as it is heartbreaking.",72.95,7.623,292
1217,90602,Bolívar,2019-06-24,This dramatization depicts the life -- and loves -- of Venezuelan Gen. Simón Bolívar who helped liberate several Latin American countries from Spain.,201.534,7.621,278
1218,110637,Overcoming heartbreak,2020-10-12,"Four women of different ages and social strata are forced to live together under the same roof. At first, the coexistence between them is complicated and tense due to their different visions and ways of facing life, but little by little the sisterhood and solidarity prevail when realizing the peculiar bond that exists between them: each one has suffered, in one or otherwise, the absence and abandonment of their respective partners.",352.623,7.619,236
1219,79593,Magnum P.I.,2018-09-24,"Thomas Magnum, a decorated former Navy SEAL, returns home from Afghanistan and applies his military skills to become a private investigator in Hawaii taking jobs no one else will—with the help of fellow vets T.C. Calvin and Rick Wright, and former MI:6 agent, Juliet Higgins.",353.763,7.619,278
1220,1472,Kung Fu,1972-10-14,The adventures of a Shaolin Monk as he wanders the American West armed only with his skill in Kung Fu.,5.505,7.619,201
1221,120168,Who Killed Sara?,2021-03-24,"Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit.",208.096,7.618,1159
1222,4324,"Dr. Quinn, Medicine Woman",1993-01-01,Dr. Michaela Quinn journeys to Colorado Springs to be the town's physician after her father's death in 1868.,216.825,7.6,418
1223,10545,True Blood,2008-09-07,"Thanks to a Japanese scientist's invention of synthetic, blood vampires have progressed from legendary monsters to fellow citizens overnight. And while humans have been safely removed from the menu, many remain apprehensive about these creatures ""coming out of the coffin."" Religious leaders, government officials, and vampire fundamentalists around the world have chosen their sides, but in the small Louisiana town of Bon Temps, the jury is still out.",199.682,7.617,1809
1224,157065,The Fall of the House of Usher,2023-10-12,"Ruthless siblings Roderick and Madeline Usher have built Fortunato Pharmaceuticals into an empire of wealth, privilege and power. But past secrets come to light when the heirs to the Usher dynasty start dying at the hands of a mysterious woman from their youth.",108.863,7.616,524
1225,47450,Into the Badlands,2015-11-15,"In a land controlled by feudal barons, a great warrior and a young boy embark on a journey across a dangerous land to find enlightenment. 

A genre-bending martial arts series very loosely based on the classic Chinese tale Journey to the West.",340.538,7.616,718
1226,42025,Mako: Island of Secrets,2013-07-26,"Real-life mermaids, Sirena, Nixie and Lyla are part of a mermaid pod, which lives in the waters of Mako Island. As young members of the pod, it is their job to protect the Moon Pool and guard it from trespassers. But on the night of a full moon, the mischievous mermaid girls neglect their duties. Sixteen-year-old land-dweller Zac enters the Moon Pool and forms a special connection with Mako. Zac is given a fish-like tail and amazing powers. The mermaid pod is forced to leave Mako, leaving behind the three mermaid girls, cast out of the pod. They know there's only one way they will be allowed to rejoin the pod: They must get legs, venture onto land and take back Zac's powers – or risk being outcasts forever.",232.769,7.616,593
1227,115036,The Book of Boba Fett,2021-12-29,Legendary bounty hunter Boba Fett and mercenary Fennec Shand must navigate the galaxy’s underworld when they return to the sands of Tatooine to stake their claim on the territory once ruled by Jabba the Hutt and his crime syndicate.,200.432,7.615,2522
1228,31295,Misfits,2009-11-12,"When five young outsiders on Community Service get caught in a strange storm, they discover that they have developed superpowers.",598.458,7.615,841
1229,109958,The Haunting of Bly Manor,2020-10-09,"After an au pair’s tragic death, Henry Wingrave hires a young American nanny to care for his orphaned niece and nephew who reside at Bly Manor with the estate’s chef Owen, groundskeeper Jamie and housekeeper, Mrs. Grose. But all is not as it seems at the manor, and centuries of dark secrets of love and loss are waiting to be unearthed in this chilling tale.",66.394,7.614,1130
1230,54344,The Leftovers,2014-06-29,"When 2% of the world's population abruptly disappears without explanation, the world struggles to understand just what they're supposed to do about it. The drama series 'The Leftovers' is the story of the people who didn't make the cut.",127.138,7.614,968
